,entity,classes
1097,DBPEDIA_ID/Battle_of_Bloody_Gulch,"MilitaryConflict,Event,SocietalEvent"
1098,DBPEDIA_ID/Battle_of_Dujaila,"MilitaryConflict,Event,SocietalEvent"
1099,DBPEDIA_ID/Battle_of_North_Borneo,"MilitaryConflict,Event,SocietalEvent"
1100,"DBPEDIA_ID/Belgian_local_elections,_2006","SocietalEvent,Election,Event"
1101,DBPEDIA_ID/Capture_of_Lucknow,"MilitaryConflict,Event,SocietalEvent"
1102,DBPEDIA_ID/Coventry_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1103,DBPEDIA_ID/Curling_at_the_1988_Winter_Olympics,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1104,"DBPEDIA_ID/Czech_legislative_election,_1996","SocietalEvent,Election,Event"
1105,"DBPEDIA_ID/Czech_legislative_election,_1998","SocietalEvent,Election,Event"
1106,"DBPEDIA_ID/Czech_legislative_election,_2002","SocietalEvent,Election,Event"
1107,"DBPEDIA_ID/Democratic_Party_presidential_primaries,_2008","SocietalEvent,Election,Event"
1108,DBPEDIA_ID/Dixie_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1109,DBPEDIA_ID/East_Prigorodny_Conflict,"MilitaryConflict,Event,SocietalEvent"
1110,"DBPEDIA_ID/Hungarian_parliamentary_election,_1998","SocietalEvent,Election,Event"
1111,"DBPEDIA_ID/Indian_general_election,_2004_(Andhra_Pradesh)","SocietalEvent,Election,Event"
1112,"DBPEDIA_ID/Indian_general_election,_2004_(Bihar)","SocietalEvent,Election,Event"
1113,DBPEDIA_ID/Istanbul_Biennial,"SocietalEvent,Event,Convention"
1114,DBPEDIA_ID/La_Violencia,"MilitaryConflict,Event,SocietalEvent"
1115,"DBPEDIA_ID/Liberal_Democrats_deputy_leadership_election,_2003","SocietalEvent,Election,Event"
1116,"DBPEDIA_ID/Liberal_Democrats_deputy_leadership_election,_2006","SocietalEvent,Election,Event"
1117,DBPEDIA_ID/Lumberjack_100,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1118,DBPEDIA_ID/MLS_Cup_'98,"SportsEvent,FootballMatch,Event,SocietalEvent"
1119,DBPEDIA_ID/MLS_Cup_2000,"SportsEvent,FootballMatch,Event,SocietalEvent"
1120,DBPEDIA_ID/MLS_Cup_2004,"SportsEvent,FootballMatch,Event,SocietalEvent"
1121,DBPEDIA_ID/MLS_Cup_2006,"SportsEvent,FootballMatch,Event,SocietalEvent"
1122,DBPEDIA_ID/Moldavian–Ottoman_Wars,"MilitaryConflict,Event,SocietalEvent"
1123,DBPEDIA_ID/NCAA_Division_III_Men's_Golf_Championships,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1124,DBPEDIA_ID/NCAA_Division_II_Men's_Golf_Championships,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1125,DBPEDIA_ID/Nordic_Tournament,"SocietalEvent,Event,Convention"
1126,DBPEDIA_ID/North_Sea_Mine_Barrage,"MilitaryConflict,Event,SocietalEvent"
1127,"DBPEDIA_ID/Northern_Ireland_Assembly_election,_1982","SocietalEvent,Election,Event"
1128,DBPEDIA_ID/Operation_Excess,"MilitaryConflict,Event,SocietalEvent"
1129,DBPEDIA_ID/Operation_Polyarnaya_Zvezda,"MilitaryConflict,Event,SocietalEvent"
1130,DBPEDIA_ID/Operation_Swarmer,"MilitaryConflict,Event,SocietalEvent"
1131,DBPEDIA_ID/Park_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1132,DBPEDIA_ID/Phil_Dowd,Event
1133,DBPEDIA_ID/Philadelphia_campaign,"MilitaryConflict,Event,SocietalEvent"
1134,DBPEDIA_ID/Philippines_Campaign_(1944–45),"MilitaryConflict,Event,SocietalEvent"
1135,DBPEDIA_ID/Rototom_Sunsplash,"MusicFestival,Event,SocietalEvent"
1136,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_.5_to_1_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1137,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_0_to_.5_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1138,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_10_to_20_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1139,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_1_to_2_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1140,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_2_to_3_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1141,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_Open_class,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1142,DBPEDIA_ID/Second_Battle_of_Cawnpore,"MilitaryConflict,Event,SocietalEvent"
1143,DBPEDIA_ID/Second_Battle_of_Kut,"MilitaryConflict,Event,SocietalEvent"
1144,DBPEDIA_ID/Shenandoah_100,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1145,DBPEDIA_ID/Shooting_at_the_1900_Summer_Olympics_–_Men's_50_metre_free_pistol,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1146,"DBPEDIA_ID/Sicilian_regional_election,_2006","SocietalEvent,Election,Event"
1147,DBPEDIA_ID/Siege_of_Compiègne,"MilitaryConflict,Event,SocietalEvent"
1148,DBPEDIA_ID/Siege_of_Massilia,"MilitaryConflict,Event,SocietalEvent"
1149,"DBPEDIA_ID/South_Australian_state_election,_1997","SocietalEvent,Election,Event"
1150,DBPEDIA_ID/Southern_theater_of_the_American_Revolutionary_War,"MilitaryConflict,Event,SocietalEvent"
1151,DBPEDIA_ID/Speed_skating_at_the_2006_Winter_Olympics_–_Women's_1000_metres,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1152,DBPEDIA_ID/Sulla's_first_civil_war,"MilitaryConflict,Event,SocietalEvent"
1153,DBPEDIA_ID/Summersault_(Australian_festival),"MusicFestival,Event,SocietalEvent"
1154,DBPEDIA_ID/Swimming_at_the_1900_Summer_Olympics_–_Men's_200_metre_obstacle_event,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1155,DBPEDIA_ID/Swimming_at_the_1976_Summer_Olympics_–_Men's_400_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1156,DBPEDIA_ID/Swimming_at_the_1976_Summer_Olympics_–_Women's_200_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1157,DBPEDIA_ID/Swimming_at_the_1976_Summer_Olympics_–_Women's_400_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1158,DBPEDIA_ID/Swimming_at_the_1976_Summer_Olympics_–_Women's_800_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1159,DBPEDIA_ID/Tennis_at_the_1900_Summer_Olympics_–_Men's_doubles,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1160,"DBPEDIA_ID/Texas_gubernatorial_election,_1994","SocietalEvent,Election,Event"
1161,"DBPEDIA_ID/Texas_gubernatorial_election,_1998","SocietalEvent,Election,Event"
1162,"DBPEDIA_ID/Texas_gubernatorial_election,_2002","SocietalEvent,Election,Event"
1163,DBPEDIA_ID/UEFA_Euro_1996_qualifying,Event
1164,"DBPEDIA_ID/United_Kingdom_general_election,_2005_(Cornwall)","SocietalEvent,Election,Event"
1165,"DBPEDIA_ID/Uruguayan_general_election,_2004","SocietalEvent,Election,Event"
1166,DBPEDIA_ID/Western_Sahara_conflict,"MilitaryConflict,Event,SocietalEvent"
1167,DBPEDIA_ID/Battle_of_Clitheroe,"MilitaryConflict,Event,SocietalEvent"
1168,DBPEDIA_ID/Battle_of_Dongshan_Island,"MilitaryConflict,Event,SocietalEvent"
1169,DBPEDIA_ID/Battle_of_Elsenborn_Ridge,"MilitaryConflict,Event,SocietalEvent"
1170,DBPEDIA_ID/Battle_of_Gemauerthof,"MilitaryConflict,Event,SocietalEvent"
1171,DBPEDIA_ID/Battle_of_Ménfő,"MilitaryConflict,Event,SocietalEvent"
1172,DBPEDIA_ID/Battle_of_Stegeborg,"MilitaryConflict,Event,SocietalEvent"
1173,DBPEDIA_ID/Dongshan_Island_Campaign,"MilitaryConflict,Event,SocietalEvent"
1174,DBPEDIA_ID/Wanshan_Archipelago_Campaign,"MilitaryConflict,Event,SocietalEvent"
1175,DBPEDIA_ID/1268_Cilicia_earthquake,"NaturalEvent,Earthquake,Event"
1176,DBPEDIA_ID/1356_Basel_earthquake,"NaturalEvent,Earthquake,Event"
1177,DBPEDIA_ID/1902_Guatemala_earthquake,"NaturalEvent,Earthquake,Event"
1178,DBPEDIA_ID/1904_Sasun_uprising,"MilitaryConflict,Event,SocietalEvent"
1179,"DBPEDIA_ID/190th_Fighter_Squadron,_Blues_and_Royals_friendly_fire_incident","MilitaryConflict,Event,SocietalEvent"
1180,DBPEDIA_ID/1915_Asmara_earthquake,"NaturalEvent,Earthquake,Event"
1181,DBPEDIA_ID/1918_San_Fermín_earthquake,"NaturalEvent,Earthquake,Event"
1182,DBPEDIA_ID/1924_Estonian_coup_d'état_attempt,"MilitaryConflict,Event,SocietalEvent"
1183,DBPEDIA_ID/1932_French_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1184,DBPEDIA_ID/1933_Monaco_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1185,DBPEDIA_ID/1936_Monaco_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1186,DBPEDIA_ID/1937_Monaco_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1187,DBPEDIA_ID/1938_Banda_Sea_earthquake,"NaturalEvent,Earthquake,Event"
1188,DBPEDIA_ID/1960_Agadir_earthquake,"NaturalEvent,Earthquake,Event"
1189,DBPEDIA_ID/1967_Caracas_earthquake,"NaturalEvent,Earthquake,Event"
1190,DBPEDIA_ID/1976_Guatemala_earthquake,"NaturalEvent,Earthquake,Event"
1191,DBPEDIA_ID/1993_Scotts_Mills_earthquake,"NaturalEvent,Earthquake,Event"
1192,DBPEDIA_ID/1994_Black_Hawk_shootdown_incident,"MilitaryConflict,Event,SocietalEvent"
1193,DBPEDIA_ID/1995_FIFA_World_Youth_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1194,DBPEDIA_ID/1998_Papua_New_Guinea_earthquake,"NaturalEvent,Earthquake,Event"
1195,DBPEDIA_ID/1999_İzmit_earthquake,"NaturalEvent,Earthquake,Event"
1196,DBPEDIA_ID/2002_Grozny_OMON_ambush,"MilitaryConflict,Event,SocietalEvent"
1197,DBPEDIA_ID/2002_Hindu_Kush_earthquakes,"NaturalEvent,Earthquake,Event"
1198,DBPEDIA_ID/2002_Molise_earthquake,"NaturalEvent,Earthquake,Event"
1199,DBPEDIA_ID/2007_Australian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1200,DBPEDIA_ID/2007_Bahrain_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1201,DBPEDIA_ID/2007_Belgian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1202,DBPEDIA_ID/2007_Brazilian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1203,DBPEDIA_ID/2007_British_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1204,DBPEDIA_ID/2007_Canadian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1205,DBPEDIA_ID/2007_Chinese_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1206,DBPEDIA_ID/2007_European_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1207,DBPEDIA_ID/2007_French_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1208,DBPEDIA_ID/2007_Hungarian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1209,DBPEDIA_ID/2007_Iberian_Peninsula_earthquake,"NaturalEvent,Earthquake,Event"
1210,DBPEDIA_ID/2007_Iranian_seizure_of_Royal_Navy_personnel,"MilitaryConflict,Event,SocietalEvent"
1211,DBPEDIA_ID/2007_Italian_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1212,DBPEDIA_ID/2007_Japanese_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1213,DBPEDIA_ID/2007_Kuril_Islands_earthquake,"NaturalEvent,Earthquake,Event"
1214,DBPEDIA_ID/2007_Masters_Tournament,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1215,DBPEDIA_ID/2007_Monaco_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1216,DBPEDIA_ID/2007_Solomon_Islands_earthquake,"NaturalEvent,Earthquake,Event"
1217,DBPEDIA_ID/2007_United_States_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1218,DBPEDIA_ID/2010_Asian_Beach_Games,"SportsEvent,Event,SocietalEvent"
1219,DBPEDIA_ID/3M_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1220,DBPEDIA_ID/Action_at_Happrew,"MilitaryConflict,Event,SocietalEvent"
1221,DBPEDIA_ID/Actions_along_the_Matanikau,"MilitaryConflict,Event,SocietalEvent"
1222,DBPEDIA_ID/Admiralty_Islands_campaign,"MilitaryConflict,Event,SocietalEvent"
1223,DBPEDIA_ID/Allianz_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1224,DBPEDIA_ID/Anime_Festival_Wichita,"SocietalEvent,Event,Convention"
1225,Ankkarock,"MusicFestival,Event,SocietalEvent"
1226,DBPEDIA_ID/Attack_on_Camp_Holloway,"MilitaryConflict,Event,SocietalEvent"
1227,DBPEDIA_ID/Australian_Ladies_Masters,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1228,DBPEDIA_ID/Banja_Luka_incident,"MilitaryConflict,Event,SocietalEvent"
1229,DBPEDIA_ID/Barcelona_Open_(tennis),"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1230,DBPEDIA_ID/Battle_for_Height_776,"MilitaryConflict,Event,SocietalEvent"
1231,DBPEDIA_ID/Battle_for_Hill_3234,"MilitaryConflict,Event,SocietalEvent"
1232,DBPEDIA_ID/Battle_for_Vedeno_(2001),"MilitaryConflict,Event,SocietalEvent"
1233,DBPEDIA_ID/Battle_in_Berlin,"MilitaryConflict,Event,SocietalEvent"
1234,DBPEDIA_ID/Battle_of_Ager_Falernus,"MilitaryConflict,Event,SocietalEvent"
1235,DBPEDIA_ID/Battle_of_Alavus,"MilitaryConflict,Event,SocietalEvent"
1236,DBPEDIA_ID/Battle_of_Als,"MilitaryConflict,Event,SocietalEvent"
1237,DBPEDIA_ID/Battle_of_Amiens_(1870),"MilitaryConflict,Event,SocietalEvent"
1238,DBPEDIA_ID/Battle_of_Amstetten,"MilitaryConflict,Event,SocietalEvent"
1239,DBPEDIA_ID/Battle_of_Arara,"MilitaryConflict,Event,SocietalEvent"
1240,DBPEDIA_ID/Battle_of_Bantry_Bay,"MilitaryConflict,Event,SocietalEvent"
1241,DBPEDIA_ID/Battle_of_Bapheus,"MilitaryConflict,Event,SocietalEvent"
1242,DBPEDIA_ID/Battle_of_Bauds,"MilitaryConflict,Event,SocietalEvent"
1243,DBPEDIA_ID/Battle_of_Beaune-la-Rolande,"MilitaryConflict,Event,SocietalEvent"
1244,DBPEDIA_ID/Battle_of_Berryville,"MilitaryConflict,Event,SocietalEvent"
1245,DBPEDIA_ID/Battle_of_Beverhoutsveld,"MilitaryConflict,Event,SocietalEvent"
1246,DBPEDIA_ID/Battle_of_Bilbao,"MilitaryConflict,Event,SocietalEvent"
1247,DBPEDIA_ID/Battle_of_Birch_Coulee,"MilitaryConflict,Event,SocietalEvent"
1248,DBPEDIA_ID/Battle_of_Bonchurch,"MilitaryConflict,Event,SocietalEvent"
1249,DBPEDIA_ID/Battle_of_Bowang,"MilitaryConflict,Event,SocietalEvent"
1250,DBPEDIA_ID/Battle_of_Breadfield,"MilitaryConflict,Event,SocietalEvent"
1251,DBPEDIA_ID/Battle_of_Brier_Creek,"MilitaryConflict,Event,SocietalEvent"
1252,DBPEDIA_ID/Battle_of_Brumath,"MilitaryConflict,Event,SocietalEvent"
1253,DBPEDIA_ID/Battle_of_Bukoba,"MilitaryConflict,Event,SocietalEvent"
1254,DBPEDIA_ID/Battle_of_Caen_(1346),"MilitaryConflict,Event,SocietalEvent"
1255,DBPEDIA_ID/Battle_of_Camaret,"MilitaryConflict,Event,SocietalEvent"
1256,DBPEDIA_ID/Battle_of_Cap_de_la_Roque,"MilitaryConflict,Event,SocietalEvent"
1257,DBPEDIA_ID/Battle_of_Charlotte,"MilitaryConflict,Event,SocietalEvent"
1258,DBPEDIA_ID/Battle_of_Chuvash_Cape,"MilitaryConflict,Event,SocietalEvent"
1259,DBPEDIA_ID/Battle_of_Colson's_Mill,"MilitaryConflict,Event,SocietalEvent"
1260,DBPEDIA_ID/Battle_of_Cowan's_Ford,"MilitaryConflict,Event,SocietalEvent"
1261,DBPEDIA_ID/Battle_of_Czechoslovak_Radio,"MilitaryConflict,Event,SocietalEvent"
1262,DBPEDIA_ID/Battle_of_Dengbu_Island,"MilitaryConflict,Event,SocietalEvent"
1263,DBPEDIA_ID/Battle_of_Dobro_Pole,"MilitaryConflict,Event,SocietalEvent"
1264,DBPEDIA_ID/Battle_of_Dong-Yin,"MilitaryConflict,Event,SocietalEvent"
1265,DBPEDIA_ID/Battle_of_Ekeren,"MilitaryConflict,Event,SocietalEvent"
1266,DBPEDIA_ID/Battle_of_Elena,"MilitaryConflict,Event,SocietalEvent"
1267,DBPEDIA_ID/Battle_of_Elixheim,"MilitaryConflict,Event,SocietalEvent"
1268,DBPEDIA_ID/Battle_of_Entrames,"MilitaryConflict,Event,SocietalEvent"
1269,DBPEDIA_ID/Battle_of_Famars,"MilitaryConflict,Event,SocietalEvent"
1270,DBPEDIA_ID/Battle_of_Gabon,"MilitaryConflict,Event,SocietalEvent"
1271,DBPEDIA_ID/Battle_of_Gagra,"MilitaryConflict,Event,SocietalEvent"
1272,DBPEDIA_ID/Battle_of_Gang_Toi,"MilitaryConflict,Event,SocietalEvent"
1273,DBPEDIA_ID/Battle_of_Genoa_(1795),"MilitaryConflict,Event,SocietalEvent"
1274,DBPEDIA_ID/Battle_of_Glen_Fruin,"MilitaryConflict,Event,SocietalEvent"
1275,DBPEDIA_ID/Battle_of_Goito,"MilitaryConflict,Event,SocietalEvent"
1276,DBPEDIA_ID/Battle_of_Golymin,"MilitaryConflict,Event,SocietalEvent"
1277,DBPEDIA_ID/Battle_of_Grahovac,"MilitaryConflict,Event,SocietalEvent"
1278,DBPEDIA_ID/Battle_of_Guard_Hill,"MilitaryConflict,Event,SocietalEvent"
1279,DBPEDIA_ID/Battle_of_Hallue,"MilitaryConflict,Event,SocietalEvent"
1280,DBPEDIA_ID/Battle_of_Herbsthausen,"MilitaryConflict,Event,SocietalEvent"
1281,DBPEDIA_ID/Battle_of_Hormozdgān,"MilitaryConflict,Event,SocietalEvent"
1282,DBPEDIA_ID/Battle_of_Hyères_Islands,"MilitaryConflict,Event,SocietalEvent"
1283,DBPEDIA_ID/Battle_of_Ivankovac,"MilitaryConflict,Event,SocietalEvent"
1284,DBPEDIA_ID/Battle_of_Jarosław,"MilitaryConflict,Event,SocietalEvent"
1285,DBPEDIA_ID/Battle_of_Jowhar,"MilitaryConflict,Event,SocietalEvent"
1286,DBPEDIA_ID/Battle_of_Kham_Duc,"MilitaryConflict,Event,SocietalEvent"
1287,DBPEDIA_ID/Battle_of_Komsomolskoye,"MilitaryConflict,Event,SocietalEvent"
1288,DBPEDIA_ID/Battle_of_Labuan,"MilitaryConflict,Event,SocietalEvent"
1289,DBPEDIA_ID/Battle_of_Lihula,"MilitaryConflict,Event,SocietalEvent"
1290,DBPEDIA_ID/Battle_of_Lower_Sioux_Agency,"MilitaryConflict,Event,SocietalEvent"
1291,DBPEDIA_ID/Battle_of_Lundby,"MilitaryConflict,Event,SocietalEvent"
1292,DBPEDIA_ID/Battle_of_Luçon,"MilitaryConflict,Event,SocietalEvent"
1293,DBPEDIA_ID/Battle_of_Mainz,"MilitaryConflict,Event,SocietalEvent"
1294,DBPEDIA_ID/Battle_of_Mainz_(406),"MilitaryConflict,Event,SocietalEvent"
1295,DBPEDIA_ID/Battle_of_Manado,"MilitaryConflict,Event,SocietalEvent"
1296,DBPEDIA_ID/Battle_of_Middle_Boggy_Depot,"MilitaryConflict,Event,SocietalEvent"
1297,DBPEDIA_ID/Battle_of_Mobley's_Meeting_House,"MilitaryConflict,Event,SocietalEvent"
1298,DBPEDIA_ID/Battle_of_Montenotte,"MilitaryConflict,Event,SocietalEvent"
1299,DBPEDIA_ID/Battle_of_Montevideo_(1807),"MilitaryConflict,Event,SocietalEvent"
1300,DBPEDIA_ID/Battle_of_Nan'ao_Island,"MilitaryConflict,Event,SocietalEvent"
1301,DBPEDIA_ID/Battle_of_Nancy,"MilitaryConflict,Event,SocietalEvent"
1302,DBPEDIA_ID/Battle_of_Nanpéng_Island,"MilitaryConflict,Event,SocietalEvent"
1303,DBPEDIA_ID/Battle_of_Nanpēng_Archipelago,"MilitaryConflict,Event,SocietalEvent"
1304,DBPEDIA_ID/Battle_of_Nanri_Island,"MilitaryConflict,Event,SocietalEvent"
1305,DBPEDIA_ID/Battle_of_Nietjärvi,"MilitaryConflict,Event,SocietalEvent"
1306,DBPEDIA_ID/Battle_of_Old_River_Lake,"MilitaryConflict,Event,SocietalEvent"
1307,DBPEDIA_ID/Battle_of_Pegae,"MilitaryConflict,Event,SocietalEvent"
1308,DBPEDIA_ID/Battle_of_Pelekanon,"MilitaryConflict,Event,SocietalEvent"
1309,DBPEDIA_ID/Battle_of_Penghu,"MilitaryConflict,Event,SocietalEvent"
1310,DBPEDIA_ID/Battle_of_Phase_Line_Bullet,"MilitaryConflict,Event,SocietalEvent"
1311,DBPEDIA_ID/Battle_of_Pločnik,"MilitaryConflict,Event,SocietalEvent"
1312,DBPEDIA_ID/Battle_of_Pułtusk_(1703),"MilitaryConflict,Event,SocietalEvent"
1313,DBPEDIA_ID/Battle_of_Qala-i-Jangi,"MilitaryConflict,Event,SocietalEvent"
1314,DBPEDIA_ID/Battle_of_Raith,"MilitaryConflict,Event,SocietalEvent"
1315,DBPEDIA_ID/Battle_of_Rajgród,"MilitaryConflict,Event,SocietalEvent"
1316,DBPEDIA_ID/Battle_of_Ras_Kamboni,"MilitaryConflict,Event,SocietalEvent"
1317,DBPEDIA_ID/Battle_of_Rio_de_Janeiro,"MilitaryConflict,Event,SocietalEvent"
1318,DBPEDIA_ID/Battle_of_Rovereto,"MilitaryConflict,Event,SocietalEvent"
1319,DBPEDIA_ID/Battle_of_Ruvo,"MilitaryConflict,Event,SocietalEvent"
1320,DBPEDIA_ID/Battle_of_Sabbath_Day_Point,"MilitaryConflict,Event,SocietalEvent"
1321,DBPEDIA_ID/Battle_of_Saint-Omer,"MilitaryConflict,Event,SocietalEvent"
1322,DBPEDIA_ID/Battle_of_Salaita_Hill,"MilitaryConflict,Event,SocietalEvent"
1323,DBPEDIA_ID/Battle_of_Sappony_Church,"MilitaryConflict,Event,SocietalEvent"
1324,DBPEDIA_ID/Battle_of_Saumur_(1940),"MilitaryConflict,Event,SocietalEvent"
1325,DBPEDIA_ID/Battle_of_Shipu,"MilitaryConflict,Event,SocietalEvent"
1326,DBPEDIA_ID/Battle_of_Short_Hills,"MilitaryConflict,Event,SocietalEvent"
1327,DBPEDIA_ID/Battle_of_Sievershausen,"MilitaryConflict,Event,SocietalEvent"
1328,DBPEDIA_ID/Battle_of_Simmon's_Bluff,"MilitaryConflict,Event,SocietalEvent"
1329,DBPEDIA_ID/Battle_of_Skopje,"MilitaryConflict,Event,SocietalEvent"
1330,DBPEDIA_ID/Battle_of_Snuol,"MilitaryConflict,Event,SocietalEvent"
1331,DBPEDIA_ID/Battle_of_St._George's_Caye,"MilitaryConflict,Event,SocietalEvent"
1332,DBPEDIA_ID/Battle_of_Staunton_River_Bridge,"MilitaryConflict,Event,SocietalEvent"
1333,DBPEDIA_ID/Battle_of_Storkyro,"MilitaryConflict,Event,SocietalEvent"
1334,DBPEDIA_ID/Battle_of_Stow-on-the-Wold,"MilitaryConflict,Event,SocietalEvent"
1335,DBPEDIA_ID/Battle_of_Strasburg,"MilitaryConflict,Event,SocietalEvent"
1336,DBPEDIA_ID/Battle_of_Studzianki,"MilitaryConflict,Event,SocietalEvent"
1337,DBPEDIA_ID/Battle_of_Stäket,"MilitaryConflict,Event,SocietalEvent"
1338,DBPEDIA_ID/Battle_of_Summit_Point,"MilitaryConflict,Event,SocietalEvent"
1339,DBPEDIA_ID/Battle_of_Svistov,"MilitaryConflict,Event,SocietalEvent"
1340,DBPEDIA_ID/Battle_of_Tal_Afar,"MilitaryConflict,Event,SocietalEvent"
1341,DBPEDIA_ID/Battle_of_Tamai,"MilitaryConflict,Event,SocietalEvent"
1342,DBPEDIA_ID/Battle_of_Tangdao,"MilitaryConflict,Event,SocietalEvent"
1343,DBPEDIA_ID/Battle_of_Tara_(Ireland),"MilitaryConflict,Event,SocietalEvent"
1344,DBPEDIA_ID/Battle_of_Tienhaara,"MilitaryConflict,Event,SocietalEvent"
1345,DBPEDIA_ID/Battle_of_Tournay,"MilitaryConflict,Event,SocietalEvent"
1346,DBPEDIA_ID/Battle_of_Valls,"MilitaryConflict,Event,SocietalEvent"
1347,DBPEDIA_ID/Battle_of_Varnakert,"MilitaryConflict,Event,SocietalEvent"
1348,DBPEDIA_ID/Battle_of_Verrières_Ridge,"MilitaryConflict,Event,SocietalEvent"
1349,DBPEDIA_ID/Battle_of_Vučji_Do,"MilitaryConflict,Event,SocietalEvent"
1350,DBPEDIA_ID/Battle_of_Walcheren_Causeway,"MilitaryConflict,Event,SocietalEvent"
1351,DBPEDIA_ID/Battle_of_Werben,"MilitaryConflict,Event,SocietalEvent"
1352,DBPEDIA_ID/Battle_of_Wolgast,"MilitaryConflict,Event,SocietalEvent"
1353,DBPEDIA_ID/Battle_of_Węgrów,"MilitaryConflict,Event,SocietalEvent"
1354,DBPEDIA_ID/Battle_of_Yijiangshan_Islands,"MilitaryConflict,Event,SocietalEvent"
1355,DBPEDIA_ID/Battle_of_Zadar,"MilitaryConflict,Event,SocietalEvent"
1356,DBPEDIA_ID/Battle_of_Zhovti_Vody,"MilitaryConflict,Event,SocietalEvent"
1357,DBPEDIA_ID/Battle_of_the_Boarn,"MilitaryConflict,Event,SocietalEvent"
1358,DBPEDIA_ID/Battle_of_the_Clouds,"MilitaryConflict,Event,SocietalEvent"
1359,DBPEDIA_ID/Battle_of_the_Kondurcha_River,"MilitaryConflict,Event,SocietalEvent"
1360,DBPEDIA_ID/Battle_of_the_North_Inch,"MilitaryConflict,Event,SocietalEvent"
1361,DBPEDIA_ID/Battle_of_the_Terek_River,"MilitaryConflict,Event,SocietalEvent"
1362,DBPEDIA_ID/Battle_on_Snowshoes,"MilitaryConflict,Event,SocietalEvent"
1363,DBPEDIA_ID/Battles_of_New_Ulm,"MilitaryConflict,Event,SocietalEvent"
1364,DBPEDIA_ID/Boeing_Classic,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1365,DBPEDIA_ID/Bombing_of_Wewak,"MilitaryConflict,Event,SocietalEvent"
1366,DBPEDIA_ID/Bon_Soo_Winter_Carnival,"SocietalEvent,Event,Convention"
